id,name,popularity,duration_ms,explicit,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artist
4jJfa4mO5JjV9Tz2aAxE2M,Supersonic - Remastered,63,283787,false,1994-01-01,0.359,0.913,9,-2,1,0.0391,6.31E-5,0.0121,0.0954,0.589,104.058,4,Oasis
4m9I00ViRVgRPHOUBfENpn,Maid Of Bond Street,28,105933,false,1967-06-01,0.588,0.326,7,-12,1,0.0582,0.795,0.0,0.34,0.709,90.028,3,David Bowie
4mm9p1NTNBYnyA89jfss3Z,Scary Monsters (And Super Creeps) - 2017 Remaster,52,313453,false,1980-01-01,0.428,0.978,4,-8,1,0.0636,0.0244,0.007,0.169,0.301,142.905,4,David Bowie
4xkcGfpM9RwB4IiQ7yx2dB,2 + 2 = 5,57,199360,false,2003-06-09,0.442,0.717,5,-5,0,0.0504,0.178,5.1E-5,0.344,0.386,149.582,4,Radiohead
4yBiZFLXn0n9AUJ5sWO88k,Wonderwall,60,258717,false,2011-05-06,0.402,0.845,2,-6,1,0.0319,6.76E-4,0.0,0.158,0.686,174.727,4,Oasis
56jhj8hHTw3PEoFV74wn5j,Weeping Wall - 2017 Remaster,39,209013,false,1977-01-01,0.451,0.464,10,-17,1,0.0311,0.591,0.779,0.0987,0.599,141.45,3,David Bowie
5BebqkBndVuST8jX9UWPqI,Word on a Wing - 2016 Remaster,43,364947,false,1976-01-23,0.616,0.607,11,-10,1,0.0349,0.34,1.09E-6,0.1,0.527,98.187,4,David Bowie
5DfvrqibQOQLUsN5QKqBJI,Warszawa - 2017 Remaster,47,387400,false,1977-01-01,0.0823,0.271,11,-16,1,0.038,0.352,0.8,0.116,0.0388,82.713,4,David Bowie
5Ei9o2fHEnfHb84YrPuz4v,China Girl - 2018 Remaster,62,333817,false,1983-04-14,0.651,0.699,4,-7,0,0.0277,0.039,0.0659,0.124,0.832,133.793,4,David Bowie
5KGHUFVxujYmO77id7cC7z,Some Might Say - Demo,35,243867,false,1995-01-01,0.598,0.694,2,-5,1,0.0296,0.772,5.7E-6,0.0849,0.594,108.529,4,Oasis
5KZ0qobWEFl892YjIC02SE,You,54,208667,false,1993-02-22,0.222,0.707,9,-12,1,0.0578,9.45E-4,0.00684,0.109,0.298,112.663,3,Radiohead
5PGYWv9Xp4IraLSDs8h1bY,Changes,56,202093,false,2004-05-19,0.665,0.635,5,-5,1,0.0388,0.0756,0.0,0.208,0.299,113.046,4,David Bowie
5Qv2Nby1xTr9pQyjkrc94J,All I Need,64,228747,false,2007-12-28,0.67,0.478,4,-8,0,0.0355,0.531,0.428,0.138,0.0997,88.014,4,Radiohead
5SKVOO1MLa43VDrPztAQho,She's Got Medals,41,146000,false,1967-06-01,0.575,0.417,9,-11,1,0.0575,0.376,1.5E-6,0.277,0.513,143.639,4,David Bowie
5WTPhYmwwojFP73O7p3Izi,Stand By Me - Remastered,63,355867,false,1997-01-01,0.194,0.825,7,-2,1,0.041,0.0864,0.00284,0.182,0.35,169.974,4,Oasis
5XJe0FWIdRiST5DtSud5Cl,Shakermaker,23,308400,false,1994-08-29,0.119,0.879,4,-5,1,0.0645,0.00333,0.187,0.628,0.18,191.801,4,Oasis
5XUTVbW63GF9KohNEQTo6f,Cast No Shadow - Live at Maine Road,35,245507,false,1995-01-01,0.108,0.85,0,-4,1,0.055,0.00453,0.0,0.366,0.307,193.989,4,Oasis
5XuU9htN358NTMCcqRvfDV,Bullet Proof ... I Wish I Was,55,208733,false,1995-03-13,0.45,0.359,7,-13,1,0.0289,0.776,0.676,0.0753,0.0776,80.915,4,Radiohead
5ZOitdISR9foFR6QrcZFCa,Neuköln - 2017 Remaster,36,274560,false,1977-01-01,0.257,0.338,5,-14,1,0.0396,0.89,0.864,0.196,0.0393,130.653,4,David Bowie
5d3GTM2ynSLRHgDIdKVZ6Z,Don't Go Away,35,288640,false,1997-08-21,0.342,0.844,0,-4,1,0.0425,0.054,2.55E-6,0.0718,0.19,162.285,4,Oasis
5ecmKNnaN2xMPKZPXGBaWj,Golden Years - 2002 Remaster,32,209600,false,2002-10-21,0.68,0.729,11,-10,1,0.0514,0.0352,2.1E-5,0.0742,0.881,108.841,4,David Bowie
5fCwwY9VFcpQr1JOKsHmPX,Rebel Rebel - 1997 Remaster,38,265653,false,1997-10-27,0.672,0.963,9,-4,1,0.0507,0.00205,0.0,0.291,0.621,126.549,4,David Bowie
5g4IouEbo38FZi8M1Ga4ey,"I Hope, I Think, I Know - Remastered",42,262400,false,1997-01-01,0.341,0.976,2,-2,1,0.0553,0.00347,5.19E-4,0.68,0.187,137.38,4,Oasis
5kDi4uwQnHM920ElxNdzUO,A Punch Up at a Wedding,51,297333,true,2003-06-09,0.604,0.507,11,-9,0,0.0268,0.0776,0.054,0.0919,0.562,79.039,4,Radiohead
5n2UwtmY2oxMqSwQvqVb9v,"Peter and the Wolf, Op. 67: The Story Begins",16,57933,false,1988-01-01,0.327,0.132,7,-17,1,0.0413,0.665,0.832,0.249,0.216,96.511,3,David Bowie
5oPJpWvvSVDv8nYl1scq0R,Yellow,19,266773,false,2020-12-11,0.429,0.661,11,-7,1,0.0281,0.00239,1.21E-4,0.234,0.285,173.372,4,Coldplay
5pUOEhuEZuUlfwe5TBfXcX,Golden Years - 1990 Remaster,33,240200,false,1990-03-12,0.672,0.726,11,-10,1,0.0406,0.271,2.54E-6,0.107,0.939,108.745,4,David Bowie
5qfZRNjt2TkHEL12r3sDEU,Everglow,69,282693,false,2015-12-04,0.534,0.445,4,-9,1,0.0292,0.456,0.0684,0.112,0.136,146.107,4,Coldplay
5unHnE3ZfM4mdvQL1xqkCS,Rockin' Chair - Demo,33,244560,false,1995-01-01,0.534,0.414,9,-6,0,0.0257,0.103,7.3E-4,0.0942,0.182,129.036,4,Oasis
5vrMM7hAZPQx9955euW6Jb,Blue Jean - 2018 Remaster,51,191907,false,1984-09-29,0.559,0.849,2,-6,1,0.0308,0.0401,0.33,0.131,0.822,124.608,4,David Bowie
5ySSvlcF8ivcdSh5dVeixq,Let There Be Love,26,336587,false,2005-05-25,0.48,0.463,5,-4,1,0.0278,0.308,0.0,0.342,0.134,74.06,4,Oasis
60QLLec3yKDwloXCyummPy,She's Electric - Remastered,57,220920,false,1995-01-01,0.484,0.905,9,-3,1,0.0481,0.146,1.13E-6,0.24,0.486,125.414,4,Oasis
62J6RO53R6vNhOB6QXajFV,Creep,38,238640,true,1992-09-21,0.515,0.43,7,-9,1,0.0372,0.0097,1.33E-4,0.129,0.104,91.844,4,Radiohead
62L8HlrCQLvBHKfpu8iqLa,Slide Away - Remastered,51,392307,false,1994-08-29,0.067,0.941,5,-2,0,0.137,9.68E-5,3.59E-4,0.253,0.236,187.874,4,Oasis
63fDE0WiIXFr1temhYkQKQ,Under Pressure - Remastered 2011,39,236507,false,1991-10-28,0.667,0.713,2,-7,1,0.0462,0.521,0.0,0.0734,0.526,113.521,4,David Bowie
66an4cYaszN1PNdCWV8aOm,Candidate - 2016 Remaster,38,160880,false,1974-05-24,0.368,0.734,9,-12,0,0.0844,0.803,0.0,0.831,0.526,129.308,4,David Bowie
68CZWt8ISfQ0gsf1URFvFH,Where Have All the Good Times Gone - 2015 Remaster,31,161360,false,1973-10-19,0.707,0.708,0,-9,1,0.0466,0.124,5.69E-6,0.154,0.639,120.349,4,David Bowie
6GCNEAIZVH4lKQD30lfQ6f,Velvet Goldmine - 2015 Remaster,43,190315,false,2015-09-25,0.621,0.632,5,-11,1,0.0283,0.636,0.0,0.156,0.893,94.146,4,David Bowie
6HbWoyinLdXPZmk6xONuKw,Vegetable,45,192667,false,1993-02-22,0.382,0.717,6,-8,1,0.0339,0.00281,0.569,0.187,0.419,105.82,4,Radiohead
6JJRI7aZEkqdPSL3eYQOhe,Suffragette City - 2012 Remaster,20,208413,false,2015-09-25,0.455,0.883,2,-9,1,0.0384,0.368,0.0,0.277,0.782,142.638,4,David Bowie
6Js4ekYgSpkrfaU33sJyeI,Shakermaker - Remastered,45,308280,false,1994-08-29,0.297,0.93,4,-2,1,0.0583,0.0136,0.117,0.687,0.159,95.89,4,Oasis
6Lah4wdkr7j8QeABkuZrdK,"Ragazzo Solo, Ragazza Sola - 2015 Remaster",28,306733,false,2015-09-25,0.337,0.373,0,-13,1,0.0377,0.447,1.18E-6,0.129,0.334,135.919,4,David Bowie
6Lcnoknad0SItzXiXUB1FF,The Masterplan - Remastered,49,325200,false,1995-10-02,0.382,0.585,7,-6,1,0.0294,0.0128,8.65E-5,0.0725,0.145,148.515,4,Oasis
6MKWCO8g2W05UcaFyfQ6Cl,Sit Down. Stand Up,48,259973,false,2003-06-09,0.484,0.559,5,-7,0,0.0401,0.0161,0.502,0.0562,0.522,161.055,4,Radiohead
6O3YVHQaeImvCBbJbalB00,A New Career in a New Town - 2017 Remaster,42,175387,false,1977-01-01,0.643,0.845,0,-9,1,0.067,0.0579,0.889,0.0747,0.616,125.349,4,David Bowie
6TlQ5fbojNRuG0hPQMbxeW,Live Forever - Remastered,67,276667,false,1994-01-01,0.286,0.822,9,-3,0,0.0381,2.31E-5,1.31E-5,0.353,0.19,90.96,4,Oasis
6TtoDxmnJfBRgW8FlZViDz,Seven,47,244667,false,1999-09-29,0.658,0.474,0,-7,1,0.0268,0.164,1.49E-4,0.135,0.33,108.486,4,David Bowie
6UO72VSXEONxdfLyABihs9,Black Star,57,247040,false,1995-03-13,0.289,0.555,7,-7,1,0.0402,0.00312,0.0496,0.27,0.306,158.671,4,Radiohead
6ZUwzAFkFYHbe8dqqe2pB5,I'm Afraid of Americans,48,300160,false,1997-01-30,0.62,0.755,10,-7,1,0.0762,0.00184,0.244,0.225,0.75,160.027,4,David Bowie
6ZYgoD3c2aE4dD3yVFWV51,All Around The World - Remastered,54,559200,false,1997-01-01,0.33,0.814,9,-3,1,0.0506,0.155,2.91E-4,0.701,0.297,82.131,4,Oasis
6d1Ic5JjnFCJ1mOISnGxA1,Bonehead's Bank Holiday - Remastered,37,242920,false,1995-10-02,0.35,0.812,7,-3,1,0.106,0.294,0.0,0.335,0.519,166.843,4,Oasis
6dUfUi14QkuIpGA0GFFPyC,Supersonic - Remastered,57,283787,false,1994-08-29,0.361,0.905,9,-2,1,0.0405,5.86E-5,0.0094,0.089,0.635,103.997,4,Oasis
6g4df0mDAxPdMXTT2vDkqd,Memory of a Free Festival (Pt. 1) - 2015 Remaster,14,243889,false,2015-09-25,0.224,0.539,7,-12,1,0.0405,0.0922,0.0,0.106,0.26,78.663,3,David Bowie
6oZ7mySrkiI6qoeI3BR27y,Ashes to Ashes,37,264293,false,1989-09-19,0.702,0.789,10,-10,0,0.0469,0.111,1.36E-5,0.273,0.826,120.781,4,David Bowie
6qIzO61SllHSUHcIir81Mt,Everything's Alright - 2015 Remaster,30,148667,false,1973-10-19,0.604,0.767,0,-10,1,0.0447,0.234,3.73E-5,0.0868,0.815,149.228,4,David Bowie
6qt0IWS8y6yGR6gNTEmQzj,Viva La Vida - Live from Spotify London,62,234027,false,2016-12-16,0.433,0.922,8,-6,1,0.12,0.123,4.8E-6,0.93,0.5,138.203,3,Coldplay
6rp0jbLsZiTk9ciC9Z3QgB,Some Might Say - Live at Roskilde,33,306067,false,1995-01-01,0.168,0.743,2,-2,1,0.0591,0.00135,0.00125,0.379,0.336,123.869,4,Oasis
6s3GEN8wK0OMzzzZbXj0fu,Hymn for the Weekend - Seeb Remix,69,212647,false,2016-03-25,0.565,0.849,0,-3,0,0.0517,0.00868,4.68E-6,0.12,0.427,102.034,4,Coldplay
6uwb1zWgpGfGKNJdi4FuHJ,Where Have All the Good Times Gone - 2015 Remaster,10,161360,false,2015-09-25,0.706,0.708,0,-9,1,0.0467,0.124,5.19E-6,0.154,0.639,120.349,4,David Bowie
6wnmRxEbwUK7WLyUtiRuT7,Fitter Happier,53,117333,false,1997-05-28,0.432,0.391,9,-14,1,0.242,0.813,0.00363,0.155,0.744,123.538,4,Radiohead
6wwTF2rXBu7WMW8GwmM3na,Space Oddity - Mono Single Edit; 2009 Remaster,37,282387,false,1969-07-11,0.309,0.572,0,-9,1,0.0364,0.152,3.55E-5,0.167,0.486,137.077,4,David Bowie
6z1Xz89avh1KA7d3Ek7DQP,Half the World Away - Remastered,54,267333,false,1994-08-29,0.339,0.459,0,-8,1,0.0329,0.303,0.0,0.0909,0.22,171.95,3,Oasis
71ZYI2PpE0kVokBbZcVMpJ,Golden Years - 2010 Harry Maslin Mix,12,243467,false,2016-09-23,0.576,0.853,6,-9,0,0.0443,0.314,0.0,0.155,0.747,108.443,4,David Bowie
723j4so6qZCXQNOhdnTuB1,All Around the World,29,560000,false,1997-01-01,0.366,0.851,2,-3,1,0.0404,0.00579,9.81E-4,0.388,0.414,81.985,4,Oasis
72pRggptACNxeYG0vG3V3Q,The Shock Of The Lightning,49,299947,false,2008-10-06,0.329,0.953,11,-2,0,0.0874,4.47E-5,0.558,0.302,0.0374,136.922,4,Oasis
73HwMEPCCCEqKFYONpOxe9,Always Crashing in the Same Car - 2017 Remaster,44,215467,false,1977-01-01,0.51,0.731,0,-9,1,0.0287,0.0204,0.393,0.0799,0.486,105.275,4,David Bowie
73MtegmP7o1Gn2tBQIzIQk,Underneath the Sky - Remastered,35,204653,false,1995-10-02,0.443,0.954,11,-2,0,0.0521,0.00134,0.0,0.347,0.735,124.224,4,Oasis
74HblpHxO9ua5tvjbDJgJs,Cygnet Committee - 2015 Remaster,38,579320,false,1969-11-04,0.308,0.537,0,-11,1,0.0447,0.124,0.0,0.0812,0.322,132.942,4,David Bowie
769Gf7dDk9ChZrQIzt038b,Life on Mars? - 2015 Remaster,39,235987,false,2015-09-25,0.445,0.384,10,-14,1,0.0417,0.635,7.74E-5,0.0539,0.216,123.295,4,David Bowie
7BIgrYkxmPBARCWRkwqjIi,Fade Away - Remastered,49,256853,false,1994-01-01,0.145,0.564,2,-3,1,0.0467,8.69E-6,0.218,0.384,0.351,72.65,4,Oasis
7Dy1LOaEeuYOEe5k17T3Rh,China Girl - 2002 Remaster,57,257000,false,1983-01-01,0.646,0.633,7,-10,1,0.0274,0.0155,0.0282,0.107,0.874,134.357,4,David Bowie
7Gb9JCtYbmZmwei8VTHhME,The Scientist,0,309600,false,2021-04-16,0.557,0.442,5,-7,1,0.0243,0.731,1.46E-5,0.11,0.213,146.277,4,Coldplay
7Gdp4g1w1WWLZgem3ht5Ju,It's No Game (Pt. 2) - 2017 Remaster,36,266147,false,1980-01-01,0.662,0.889,2,-10,1,0.0857,0.315,0.0161,0.331,0.547,101.29,4,David Bowie
7HHNKKfD9oNshMTyklBeWu,Shakermaker - Remastered,52,308280,false,1994-01-01,0.0839,0.929,4,-2,1,0.0732,0.0152,0.197,0.718,0.16,191.894,4,Oasis
7IIBAaeduv0ChewTIUZjZo,Sweet Thing - Reprise; 2016 Remaster,38,152640,false,1974-05-24,0.295,0.476,0,-15,1,0.107,0.643,0.0025,0.751,0.461,122.707,4,David Bowie
7KolrFGhfDi1JTSgQBT5sI,A Whisper,58,238333,false,2002-08-08,0.277,0.797,0,-5,1,0.0385,0.586,0.341,0.221,0.26,177.004,3,Coldplay
7LVHVU3tWfcxj5aiPFEW4Q,Fix You,83,295533,false,2005-06-07,0.209,0.417,3,-8,1,0.0338,0.164,0.00196,0.113,0.124,138.178,4,Coldplay
7LuIQDJV8ni8m9Kmi4eRmv,Rosalyn - 2015 Remaster,32,143373,false,1973-10-19,0.514,0.882,5,-9,1,0.0465,6.71E-4,0.00129,0.252,0.849,116.604,4,David Bowie
7MSnD5gkWt0GKDOG8Slbkt,Fill Your Heart - 2015 Remaster,10,190080,false,2015-09-25,0.401,0.156,4,-18,1,0.0377,0.811,0.0,0.0844,0.502,156.742,4,David Bowie
7c378mlmubSu7NGkLFa4sN,Airbag,60,287880,false,1997-05-28,0.305,0.872,2,-7,1,0.0503,0.00786,0.8,0.261,0.648,167.959,4,Radiohead
7dCiqEHU97OX7mkRG1Kdjm,'Helden' - German Version 1989 Remix; 2002 Remaster,47,220707,false,1977-01-01,0.444,0.674,7,-7,1,0.0298,8.5E-5,0.254,0.116,0.485,112.459,4,David Bowie
7e3KM7NU4FMdfSKolIJtMI,Within You,47,209594,false,1986-01-01,0.478,0.543,0,-8,1,0.0291,0.0091,8.0E-5,0.243,0.0976,107.137,5,David Bowie
7iFb0atLdlW8g2i2ULNANJ,Round Are Way - Remastered,43,344440,false,1995-01-01,0.316,0.909,0,-2,1,0.0449,1.63E-5,5.86E-4,0.0767,0.381,137.953,4,Oasis
7pyD032027SPw5Sc0xhfrI,Big Brother - 2016 Remaster,38,203080,false,1974-05-24,0.218,0.463,11,-13,0,0.0392,0.543,4.78E-5,0.61,0.349,180.138,4,David Bowie
7rgZTzcjofQJY5kz9FO3OS,Under Pressure,53,246907,false,1982-05-03,0.669,0.526,2,-12,1,0.0522,0.387,0.0,0.0879,0.452,113.453,4,David Bowie
7rpUsVjQyitDQ27NRybgZl,Whatever - Remastered,57,382267,false,1994-08-29,0.247,0.913,7,-2,1,0.0388,0.0418,0.00839,0.257,0.34,91.157,4,Oasis
7sVKPV1W2UZ0rR77GeAimi,Stand by Me - Remastered,40,355867,false,1997-08-21,0.197,0.818,7,-2,1,0.045,0.0834,0.00307,0.259,0.337,170.069,4,Oasis
7sfzf3LlJRgeKQK0vdOrJE,Future Legend - 2016 Remaster,39,60453,false,1974-05-24,0.265,0.378,7,-18,1,0.0571,0.687,0.0,0.657,0.529,121.878,3,David Bowie
7tRRdL530t77jJEUI24Off,Bring It On Down,35,257853,false,1994-08-29,0.144,0.956,9,-3,1,0.0956,1.07E-5,0.833,0.397,0.19,151.308,4,Oasis
7ujIDzMOSVBzdHaePsbVnq,Hymn for the Weekend,5,212647,false,2021-04-09,0.564,0.849,0,-3,0,0.0517,0.00868,4.68E-6,0.12,0.427,102.028,4,Coldplay
7vOlYjKm47NGjA9kANMbZF,"Golden Years - Live, Glastonbury, 2000",28,247280,false,2018-11-30,0.57,0.907,6,-8,0,0.0602,0.0248,0.00771,0.92,0.697,108.012,4,David Bowie
7wBrglFVTNCcW6IhdgBkm1,Paradise,39,278719,false,2011-10-19,0.449,0.585,5,-6,1,0.0268,0.0509,8.75E-5,0.0833,0.212,139.631,4,Coldplay
02ppMPbg1OtEdHgoPqoqju,Reckoner,63,290213,false,2007-12-28,0.523,0.656,4,-7,0,0.0262,0.511,0.16,0.0679,0.214,104.271,4,Radiohead
04WzqEK07gmwVTwX9AEQuH,Stay Young,27,305360,false,1995-01-01,0.402,0.987,2,-2,1,0.0714,0.00586,0.00166,0.332,0.232,125.963,4,Oasis
05CNnC9ugYgnJgg6fIgyeQ,Roll with It - Remastered,52,240093,false,1995-10-02,0.232,0.986,9,-1,0,0.0947,0.0325,3.11E-4,0.117,0.145,126.555,4,Oasis
0BbtSPUznW7MbhSUZzfmFW,A Sky Full of Stars,0,267867,false,2021-04-16,0.545,0.675,6,-6,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,4,Coldplay
0E8QuZqZjKe7agk7xUr0PC,Step Out - Remastered,36,224427,false,1995-10-02,0.328,0.98,7,-1,1,0.0791,0.00982,0.00399,0.35,0.179,139.623,4,Oasis
0EvOQBSyW3uSfwpcaj5xLe,Time - 2013 Remaster,11,315855,false,2015-09-25,0.33,0.652,0,-8,1,0.0398,0.192,2.69E-6,0.105,0.369,145.186,4,David Bowie
0FMjqbY3aWo1QDbo3GwXib,Always in My Head,64,216627,false,2014-05-19,0.495,0.502,5,-9,1,0.0259,0.0127,0.689,0.068,0.0394,97.546,3,Coldplay
0IRx6YkLMVdnCHN61D0Vk0,The Shock Of The Lightning,44,299947,false,2008-10-06,0.335,0.956,11,-2,0,0.089,4.13E-5,0.595,0.374,0.0375,136.904,4,Oasis
0LrwgdLsFaWh9VXIjBRe8t,Changes - 2015 Remaster,68,217747,false,1971-12-17,0.547,0.308,0,-11,1,0.0377,0.505,0.0,0.109,0.41,114.719,4,David Bowie
0RQHgp5Aom237lZuw8klAS,Where Did It All Go Wrong?,23,266800,false,2000-02-23,0.384,0.72,2,-5,1,0.0329,0.034,0.0,0.114,0.441,75.035,4,Oasis
0SfYZJSWk4h00yzheOgeIQ,Andy Warhol - 2015 Remaster,47,234747,false,1971-12-17,0.544,0.449,4,-16,0,0.0733,0.168,0.0,0.636,0.408,84.087,4,David Bowie
0c96CIl2IQFsVl0AzbUbHe,Fade In-Out - Remastered,39,411360,false,1997-01-01,0.389,0.784,7,-4,1,0.0417,0.0979,0.0171,0.399,0.188,86.106,4,Oasis
0h9fnCSnbUgOEgibnQByFv,Everyday Life,67,258533,false,2019-11-22,0.512,0.452,2,-8,1,0.0292,0.775,0.0818,0.065,0.235,124.103,4,Coldplay
0if8wueNrAVLfwSH7l1ANJ,Half The World Away - Remastered,63,267333,false,1994-01-01,0.433,0.458,0,-8,1,0.0328,0.305,0.0,0.0863,0.23,115.213,4,Oasis
0lV8EmBBNg2XezHcQPr9oO,Roll With It - Live at Roskilde,31,247693,false,1995-01-01,0.207,0.777,9,-3,0,0.0538,1.03E-4,0.601,0.376,0.341,127.319,4,Oasis
0oemhAQXaaIHCEARF9JFGg,Married With Children,40,192547,true,1994-08-29,0.59,0.429,4,-11,1,0.0263,0.83,0.0,0.334,0.342,87.83,4,Oasis
0qksx8mV28lztYIZ1om8ml,Shiver,66,304200,false,2000-07-10,0.396,0.803,4,-6,1,0.0487,0.0334,0.0,0.0688,0.286,116.705,3,Coldplay
0snatNLAKMGm2Tx7rqQXj9,Where Did It All Go Wrong?,41,266600,false,2000-02-28,0.377,0.728,4,-5,0,0.0321,0.041,0.0,0.114,0.432,149.845,4,Oasis
0tIGiKkTb1US3apjAhW1SG,Stay - 2016 Remaster,44,376907,false,1976-01-23,0.519,0.902,2,-9,1,0.051,0.021,7.42E-4,0.294,0.624,119.083,4,David Bowie
0xivCtzVVrdeq32s8EnOO6,In Limbo,51,211000,false,2000-10-02,0.366,0.635,0,-10,1,0.032,0.675,0.819,0.135,0.509,88.949,4,Radiohead
0yvyAlyoLpledlpiwPr34Z,Cum On Feel The Noize - Remastered,45,312160,false,1995-01-01,0.373,0.891,0,-1,1,0.0453,1.36E-5,0.303,0.37,0.539,133.123,4,Oasis
0z1o5L7HJx562xZSATcIpY,Exit Music (For A Film),69,267187,false,1997-05-28,0.293,0.276,4,-11,0,0.0349,0.224,0.122,0.167,0.195,121.603,4,Radiohead
0zxHSBTEKdH8CI3auJ7Jyc,Stand By Me,45,356627,false,1997-08-21,0.229,0.848,7,-2,1,0.039,0.0126,1.7E-6,0.146,0.362,169.878,4,Oasis
109kDF7wknSRJCrgt3382x,Aladdin Sane - Live; 2005 Mix; 2016 Remaster,22,302120,false,1974-10-29,0.531,0.872,11,-13,0,0.0692,0.05,2.98E-6,0.982,0.485,125.396,4,David Bowie
10nyNJ6zNy2YVYLrcwLccB,No Surprises,73,229120,false,1997-05-28,0.255,0.393,5,-10,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,4,Radiohead
11IzgLRXV7Cgek3tEgGgjw,Under Pressure - Remastered 2011,73,248440,false,1982-05-03,0.671,0.711,2,-7,1,0.0478,0.422,0.0,0.104,0.466,113.809,4,David Bowie
19IKXFE0cG5pbBZB0vUPy5,An Occasional Dream - 2015 Remaster,12,180787,false,2015-09-25,0.349,0.341,7,-14,1,0.0321,0.837,0.00398,0.108,0.224,140.254,4,David Bowie
1ARsfVEoLWiJaikVJtvjDu,Supersonic,32,283533,false,1994-08-29,0.387,0.863,9,-5,1,0.0351,2.7E-5,0.0032,0.116,0.652,104.227,4,Oasis
1D2SVYXZdtNfJCg8wZWvVz,Live Forever,36,276533,false,1994-01-01,0.147,0.782,9,-5,0,0.0367,1.37E-5,6.86E-6,0.369,0.182,90.896,4,Oasis
1FSURsZPnG8CkfTvmO8ssK,Heroes,35,249227,false,1997-07-07,0.392,0.965,9,-2,0,0.0663,1.31E-4,0.00151,0.333,0.406,115.993,4,Oasis
1H0K1GVwLteCZrPquy7qkM,Morning Glory - Remastered,54,303320,false,1995-01-01,0.33,0.982,0,-3,1,0.0926,0.0588,4.74E-5,0.519,0.104,136.986,4,Oasis
1IC3cDAyTfJX5096q3wsog,Bonehead's Bank Holiday - Demo,33,128707,false,1995-01-01,0.342,0.671,7,-6,1,0.0314,0.742,0.00247,0.169,0.581,173.979,4,Oasis
1IsOKJDayHwNyZKGpMyaql,Hey Now!,54,341907,false,1995-10-02,0.145,0.938,2,-2,1,0.0627,2.75E-4,0.00187,0.38,0.204,202.403,4,Oasis
1JIzFhI9Lt5FyslawmHCBi,Five Years - 2012 Remaster,59,283753,false,1972-06-06,0.46,0.326,7,-10,1,0.0417,0.142,1.01E-5,0.0449,0.321,152.531,3,David Bowie
1LKNMH0ZI5m1jAUasXzAkN,"Tonight (with David Bowie) - Live AT NEC, Birmingham; 2015 Remaster",37,244933,false,1984-05-29,0.358,0.89,4,-5,1,0.063,0.156,4.11E-4,0.982,0.683,204.03,4,David Bowie
1MxrPMkThMPHF9LMeosUTq,The Hindu Times,25,226400,false,2002-06-26,0.418,0.954,11,-3,1,0.0501,9.58E-6,8.28E-6,0.776,0.336,113.923,4,Oasis
1PehfITh0TTRx3LkDdV4h3,Fame - 2016 Remaster,60,261373,false,1975-03-07,0.786,0.555,10,-10,1,0.0471,0.454,0.0173,0.0826,0.673,95.1,4,David Bowie
1QDSFhhoSjypzk7B4OY7Pt,Flashbax - Remastered,32,309413,false,1997-01-01,0.419,0.809,4,-3,1,0.0335,0.00712,2.94E-5,0.137,0.234,129.009,4,Oasis
1UuaWKypSkIHxFZD03zw4m,The Tourist,55,326533,false,1997-05-28,0.241,0.295,4,-8,1,0.0318,0.223,0.0319,0.11,0.0398,114.347,5,Radiohead
1V9Pf732OdBhGg2ATDbr0g,You've Got to Hide Your Love Away - Remastered,36,137200,false,1995-10-02,0.248,0.594,7,-7,1,0.0287,0.106,0.0,0.366,0.692,95.886,3,Oasis
1WKQuEgQnvvgVxj5B7ptwl,Be Here Now - Remastered,41,312907,false,1997-01-01,0.456,0.942,4,-1,1,0.0455,0.0653,0.472,0.493,0.322,112.194,4,Oasis
1Yb30zTZh4Ha7LDdJxRR9v,Moonage Daydream - The Arnold Corns Single Version; 2015 Remaster,18,233434,false,2015-09-25,0.564,0.551,9,-11,0,0.0371,0.181,4.8E-6,0.0653,0.815,140.402,4,David Bowie
1ZjgBF1Gmwmn4K22EWQKsv,Golden Years - Single Version; 2014 Remaster,30,207573,false,2016-11-11,0.722,0.677,11,-10,1,0.0413,0.368,1.26E-6,0.074,0.903,108.531,4,David Bowie
1ZqHjApl3pfzwjweTfMi0g,Violet Hill,62,222653,false,2008-05-26,0.33,0.58,1,-7,0,0.0374,0.0614,0.00129,0.115,0.11,76.093,4,Coldplay
1avW49i7WxqhimN7QNMPQj,Some Might Say,31,328533,false,1995-01-01,0.237,0.956,0,-2,0,0.0874,0.0434,0.0243,0.203,0.138,110.211,4,Oasis
1bo6xzrCrK7ocEirC5rrZk,Soul Love - 2012 Remaster,54,214198,false,1972-06-06,0.573,0.404,2,-12,1,0.0626,0.0579,1.52E-6,0.217,0.709,72.906,4,David Bowie
1bz5iB3C8h11Vtu6gkIxTA,All Around The World (Reprise) - Remastered,32,127000,false,1997-01-01,0.294,0.835,2,-5,1,0.0489,0.00317,0.803,0.404,0.214,82.548,4,Oasis
1chcRVWGTZN9Mho5bPqT7j,"Wild Eyed Boy from Freecloud - Mono, Single B-Side, 2015 Remaster",8,294067,false,2015-09-25,0.479,0.268,4,-12,0,0.0452,0.742,1.63E-5,0.11,0.149,127.158,4,David Bowie
