id,name,popularity,duration_ms,explicit,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artist
6sqNctd7MlJoKDOxPVCAvU,My Happy Ending,70,242413,false,2004-01-01,0.414,0.936,2,-2,1,0.0758,0.00136,0.0,0.369,0.74,170.229,4,Avril Lavigne
6yM6QsnTCTVOkKEvg3hGlo,Mean,49,237747,false,2010-01-01,0.57,0.747,4,-3,1,0.0426,0.445,0.0,0.219,0.808,164.004,4,Taylor Swift
70e9zuv2pJc7ON1OUAJ1zl,Sad Beautiful Tragic,56,284867,false,2012-10-22,0.624,0.34,7,-12,1,0.029,0.632,0.0337,0.0805,0.261,129.987,3,Taylor Swift
70vvnTUamBXOc0vRk7BBDu,Poker Face,50,237200,false,2009-11-18,0.851,0.806,4,-4,1,0.0788,0.12,1.39E-6,0.122,0.775,119.002,4,Lady Gaga
71PmZqBXH0RUETqxpwlV0w,Style,60,231000,false,2014-01-01,0.598,0.786,2,-5,1,0.0382,0.00256,0.00143,0.117,0.456,95.021,4,Taylor Swift
73YUReisjb3A9ActdLLjJQ,happiness,72,315147,true,2020-12-11,0.559,0.334,11,-10,1,0.0376,0.87,0.0,0.114,0.211,122.079,4,Taylor Swift
74iZuPGwyL33VlTr6jTnab,Always Remember Us This Way,74,210200,false,2018-10-05,0.553,0.502,0,-5,1,0.0409,0.299,0.0,0.764,0.296,129.976,4,Lady Gaga
77sMIMlNaSURUAXq5coCxE,Fearless (Taylor’s Version),80,241592,false,2021-04-09,0.569,0.741,5,-4,1,0.0282,0.0122,0.0,0.333,0.43,100.118,4,Taylor Swift
7CjuAoOiSrwWv7wJonAUmw,The Best Day,51,245347,false,2008-11-11,0.664,0.447,1,-8,1,0.0292,0.611,1.0E-6,0.139,0.364,126.079,4,Taylor Swift
7F25roCtYi55JouckaayPC,Judas,70,249067,false,2011-05-23,0.664,0.934,10,-3,0,0.0697,0.00108,2.77E-5,0.27,0.53,130.982,4,Lady Gaga
7F5oktn5YOsR9eR5YsFtqb,New Year’s Day,66,235467,false,2017-11-10,0.661,0.151,0,-12,1,0.0354,0.921,0.0,0.13,0.23,94.922,4,Taylor Swift
7an1exwMnfYRcdVQm0yDev,Cold As You,54,239013,false,2006-10-24,0.418,0.482,5,-5,1,0.0266,0.217,0.0,0.123,0.261,175.558,4,Taylor Swift
7bad461siaxECNlaYsmIo6,Love Story,48,236253,false,2008-01-01,0.616,0.738,2,-3,1,0.0311,0.153,0.0,0.0769,0.3,118.994,4,Taylor Swift
7dXKdjpOaH2iwfFKmUj7aq,Speak Now,59,240773,false,2010-01-01,0.708,0.601,7,-3,1,0.0306,0.101,0.0,0.0979,0.742,118.962,4,Taylor Swift
